Name,Skill,Position,Outside Perception,Affiliation,Confirmation Vote %,Years of Experience,Previous Government Service,Degree Level,Institution,Loyalty Score,Policy Priority,Generation,Gender,Home State,Military Service
[[Sean Duffy]],[[infrastructure planning]],Transportation & Infrastructure,"Sean Duffy is perceived as a former congressman and reality TV personality who brings legislative experience and media savvy. His strong Senate confirmation (77-22) suggests he is viewed as relatively mainstream and competent. He is seen as a Trump loyalist but with sufficient experience to manage the department effectively, though critics note his lack of deep transportation expertise.",Republican,77.8%,20,U.S. House (Wisconsin) 2011-2019,JD,William Mitchell College of Law,4,"Infrastructure investment, deregulation",Gen X,Male,Wisconsin,No
[[Chris Wright]],[[Energy technology]],Energy & Natural Resources,"Chris Wright is viewed as a fracking industry executive and climate change skeptic who will prioritize fossil fuel development. Environmental groups see his appointment as alarming, while energy industry supporters view him as a pragmatic innovator who understands energy markets. His technical expertise is acknowledged even by critics, though his policy positions are deeply controversial.",Republican,60.8%,35,None,MS,UC Berkeley,4,"Fossil fuel expansion, energy independence",Gen X,Male,Colorado,No
[[Chris Wright]],[[oil and gas development]],Energy & Natural Resources,"Chris Wright is viewed as a fracking industry executive and climate change skeptic who will prioritize fossil fuel development. Environmental groups see his appointment as alarming, while energy industry supporters view him as a pragmatic innovator who understands energy markets. His technical expertise is acknowledged even by critics, though his policy positions are deeply controversial.",Republican,60.8%,35,None,MS,UC Berkeley,4,"Fossil fuel expansion, energy independence",Gen X,Male,Colorado,No
[[Chris Wright]],[[engineering]],Energy & Natural Resources,"Chris Wright is viewed as a fracking industry executive and climate change skeptic who will prioritize fossil fuel development. Environmental groups see his appointment as alarming, while energy industry supporters view him as a pragmatic innovator who understands energy markets. His technical expertise is acknowledged even by critics, though his policy positions are deeply controversial.",Republican,60.8%,35,None,MS,UC Berkeley,4,"Fossil fuel expansion, energy independence",Gen X,Male,Colorado,No
[[Chris Wright]],[[business innovation]],Energy & Natural Resources,"Chris Wright is viewed as a fracking industry executive and climate change skeptic who will prioritize fossil fuel development. Environmental groups see his appointment as alarming, while energy industry supporters view him as a pragmatic innovator who understands energy markets. His technical expertise is acknowledged even by critics, though his policy positions are deeply controversial.",Republican,60.8%,35,None,MS,UC Berkeley,4,"Fossil fuel expansion, energy independence",Gen X,Male,Colorado,No
[[Chris Wright]],[[climate policy]],Energy & Natural Resources,"Chris Wright is viewed as a fracking industry executive and climate change skeptic who will prioritize fossil fuel development. Environmental groups see his appointment as alarming, while energy industry supporters view him as a pragmatic innovator who understands energy markets. His technical expertise is acknowledged even by critics, though his policy positions are deeply controversial.",Republican,60.8%,35,None,MS,UC Berkeley,4,"Fossil fuel expansion, energy independence",Gen X,Male,Colorado,No
[[Linda McMahon]],[[Business management]],Education & Training,"Linda McMahon is perceived as a successful businesswoman (WWE co-founder) and Trump loyalist with limited education policy expertise. Critics view her appointment as ideologically driven, expecting her to pursue dismantling the Department of Education as Trump has advocated. Supporters see her business acumen as valuable for reforming what they view as a bloated bureaucracy.",Republican,53.1%,45,SBA Administrator 2017-2019,BA,East Carolina University,5,"School choice, department elimination",Baby Boomer,Female,Connecticut,No
[[Linda McMahon]],[[entertainment industry]],Education & Training,"Linda McMahon is perceived as a successful businesswoman (WWE co-founder) and Trump loyalist with limited education policy expertise. Critics view her appointment as ideologically driven, expecting her to pursue dismantling the Department of Education as Trump has advocated. Supporters see her business acumen as valuable for reforming what they view as a bloated bureaucracy.",Republican,53.1%,45,SBA Administrator 2017-2019,BA,East Carolina University,5,"School choice, department elimination",Baby Boomer,Female,Connecticut,No
[[Linda McMahon]],[[political fundraising]],Education & Training,"Linda McMahon is perceived as a successful businesswoman (WWE co-founder) and Trump loyalist with limited education policy expertise. Critics view her appointment as ideologically driven, expecting her to pursue dismantling the Department of Education as Trump has advocated. Supporters see her business acumen as valuable for reforming what they view as a bloated bureaucracy.",Republican,53.1%,45,SBA Administrator 2017-2019,BA,East Carolina University,5,"School choice, department elimination",Baby Boomer,Female,Connecticut,No
[[Linda McMahon]],[[organizational leadership]],Education & Training,"Linda McMahon is perceived as a successful businesswoman (WWE co-founder) and Trump loyalist with limited education policy expertise. Critics view her appointment as ideologically driven, expecting her to pursue dismantling the Department of Education as Trump has advocated. Supporters see her business acumen as valuable for reforming what they view as a bloated bureaucracy.",Republican,53.1%,45,SBA Administrator 2017-2019,BA,East Carolina University,5,"School choice, department elimination",Baby Boomer,Female,Connecticut,No
[[Linda McMahon]],[[small business advocacy]],Education & Training,"Linda McMahon is perceived as a successful businesswoman (WWE co-founder) and Trump loyalist with limited education policy expertise. Critics view her appointment as ideologically driven, expecting her to pursue dismantling the Department of Education as Trump has advocated. Supporters see her business acumen as valuable for reforming what they view as a bloated bureaucracy.",Republican,53.1%,45,SBA Administrator 2017-2019,BA,East Carolina University,5,"School choice, department elimination",Baby Boomer,Female,Connecticut,No
[[Doug Collins]],[[Legislative affairs]],Veterans Affairs,"Doug Collins is viewed as a military veteran and former congressman with genuine commitment to veterans' issues. His strong Senate confirmation (77-23) reflects bipartisan respect for his service and dedication. He is seen as one of the more qualified and less controversial appointees, with both military credentials and legislative experience relevant to the role.",Republican,77.0%,30,U.S. House (Georgia) 2013-2021,JD,John Marshall Law School,5,"Veterans healthcare, benefits expansion",Baby Boomer,Male,Georgia,Yes
[[Doug Collins]],[[military service]],Veterans Affairs,"Doug Collins is viewed as a military veteran and former congressman with genuine commitment to veterans' issues. His strong Senate confirmation (77-23) reflects bipartisan respect for his service and dedication. He is seen as one of the more qualified and less controversial appointees, with both military credentials and legislative experience relevant to the role.",Republican,77.0%,30,U.S. House (Georgia) 2013-2021,JD,John Marshall Law School,5,"Veterans healthcare, benefits expansion",Baby Boomer,Male,Georgia,Yes
[[Doug Collins]],[[legal practice]],Veterans Affairs,"Doug Collins is viewed as a military veteran and former congressman with genuine commitment to veterans' issues. His strong Senate confirmation (77-23) reflects bipartisan respect for his service and dedication. He is seen as one of the more qualified and less controversial appointees, with both military credentials and legislative experience relevant to the role.",Republican,77.0%,30,U.S. House (Georgia) 2013-2021,JD,John Marshall Law School,5,"Veterans healthcare, benefits expansion",Baby Boomer,Male,Georgia,Yes
[[Doug Collins]],[[veteran advocacy]],Veterans Affairs,"Doug Collins is viewed as a military veteran and former congressman with genuine commitment to veterans' issues. His strong Senate confirmation (77-23) reflects bipartisan respect for his service and dedication. He is seen as one of the more qualified and less controversial appointees, with both military credentials and legislative experience relevant to the role.",Republican,77.0%,30,U.S. House (Georgia) 2013-2021,JD,John Marshall Law School,5,"Veterans healthcare, benefits expansion",Baby Boomer,Male,Georgia,Yes
[[Doug Collins]],[[chaplaincy]],Veterans Affairs,"Doug Collins is viewed as a military veteran and former congressman with genuine commitment to veterans' issues. His strong Senate confirmation (77-23) reflects bipartisan respect for his service and dedication. He is seen as one of the more qualified and less controversial appointees, with both military credentials and legislative experience relevant to the role.",Republican,77.0%,30,U.S. House (Georgia) 2013-2021,JD,John Marshall Law School,5,"Veterans healthcare, benefits expansion",Baby Boomer,Male,Georgia,Yes
[[Kristi Noem]],[[State governance]],Homeland Security & Border Control,"Kristi Noem is viewed as a staunch Trump ally and immigration hardliner who will aggressively implement border security policies. Her lack of law enforcement background has raised concerns, but her executive experience as governor is seen as relevant. She is controversial for past statements and actions, including a widely criticized anecdote about shooting her dog, but is respected by conservatives for her unwavering stance on border issues.",Republican,63.4%,18,"South Dakota Governor 2019-2025, U.S. House 2011-2019",BA,South Dakota State University,5,"Border security, immigration enforcement",Gen X,Female,South Dakota,No
[[Kristi Noem]],[[political strategy]],Homeland Security & Border Control,"Kristi Noem is viewed as a staunch Trump ally and immigration hardliner who will aggressively implement border security policies. Her lack of law enforcement background has raised concerns, but her executive experience as governor is seen as relevant. She is controversial for past statements and actions, including a widely criticized anecdote about shooting her dog, but is respected by conservatives for her unwavering stance on border issues.",Republican,63.4%,18,"South Dakota Governor 2019-2025, U.S. House 2011-2019",BA,South Dakota State University,5,"Border security, immigration enforcement",Gen X,Female,South Dakota,No
[[Kristi Noem]],[[ranching and agriculture]],Homeland Security & Border Control,"Kristi Noem is viewed as a staunch Trump ally and immigration hardliner who will aggressively implement border security policies. Her lack of law enforcement background has raised concerns, but her executive experience as governor is seen as relevant. She is controversial for past statements and actions, including a widely criticized anecdote about shooting her dog, but is respected by conservatives for her unwavering stance on border issues.",Republican,63.4%,18,"South Dakota Governor 2019-2025, U.S. House 2011-2019",BA,South Dakota State University,5,"Border security, immigration enforcement",Gen X,Female,South Dakota,No
[[Kristi Noem]],[[crisis management]],Homeland Security & Border Control,"Kristi Noem is viewed as a staunch Trump ally and immigration hardliner who will aggressively implement border security policies. Her lack of law enforcement background has raised concerns, but her executive experience as governor is seen as relevant. She is controversial for past statements and actions, including a widely criticized anecdote about shooting her dog, but is respected by conservatives for her unwavering stance on border issues.",Republican,63.4%,18,"South Dakota Governor 2019-2025, U.S. House 2011-2019",BA,South Dakota State University,5,"Border security, immigration enforcement",Gen X,Female,South Dakota,No
[[Kristi Noem]],[[border security advocacy]],Homeland Security & Border Control,"Kristi Noem is viewed as a staunch Trump ally and immigration hardliner who will aggressively implement border security policies. Her lack of law enforcement background has raised concerns, but her executive experience as governor is seen as relevant. She is controversial for past statements and actions, including a widely criticized anecdote about shooting her dog, but is respected by conservatives for her unwavering stance on border issues.",Republican,63.4%,18,"South Dakota Governor 2019-2025, U.S. House 2011-2019",BA,South Dakota State University,5,"Border security, immigration enforcement",Gen X,Female,South Dakota,No
[[Jamieson Greer]],[[Trade law]],Trade & Commerce,"Jamieson Greer is perceived as a trade lawyer with experience from Trump's first term implementing tariff policies. He is seen as a competent technocrat who will execute Trump's aggressive trade agenda, particularly regarding China. While less publicly known than other appointees, trade experts view him as knowledgeable but ideologically aligned with protectionist policies that many economists criticize.",Republican,N/A,20,USTR Chief of Staff 2017-2021,JD,Georgetown University,5,"China tariffs, trade protectionism",Gen X,Male,Texas,No
[[Jamieson Greer]],[[international negotiations]],Trade & Commerce,"Jamieson Greer is perceived as a trade lawyer with experience from Trump's first term implementing tariff policies. He is seen as a competent technocrat who will execute Trump's aggressive trade agenda, particularly regarding China. While less publicly known than other appointees, trade experts view him as knowledgeable but ideologically aligned with protectionist policies that many economists criticize.",Republican,N/A,20,USTR Chief of Staff 2017-2021,JD,Georgetown University,5,"China tariffs, trade protectionism",Gen X,Male,Texas,No
[[Jamieson Greer]],[[legal strategy]],Trade & Commerce,"Jamieson Greer is perceived as a trade lawyer with experience from Trump's first term implementing tariff policies. He is seen as a competent technocrat who will execute Trump's aggressive trade agenda, particularly regarding China. While less publicly known than other appointees, trade experts view him as knowledgeable but ideologically aligned with protectionist policies that many economists criticize.",Republican,N/A,20,USTR Chief of Staff 2017-2021,JD,Georgetown University,5,"China tariffs, trade protectionism",Gen X,Male,Texas,No
[[Jamieson Greer]],[[tariff policy]],Trade & Commerce,"Jamieson Greer is perceived as a trade lawyer with experience from Trump's first term implementing tariff policies. He is seen as a competent technocrat who will execute Trump's aggressive trade agenda, particularly regarding China. While less publicly known than other appointees, trade experts view him as knowledgeable but ideologically aligned with protectionist policies that many economists criticize.",Republican,N/A,20,USTR Chief of Staff 2017-2021,JD,Georgetown University,5,"China tariffs, trade protectionism",Gen X,Male,Texas,No
[[Jamieson Greer]],[[economic diplomacy]],Trade & Commerce,"Jamieson Greer is perceived as a trade lawyer with experience from Trump's first term implementing tariff policies. He is seen as a competent technocrat who will execute Trump's aggressive trade agenda, particularly regarding China. While less publicly known than other appointees, trade experts view him as knowledgeable but ideologically aligned with protectionist policies that many economists criticize.",Republican,N/A,20,USTR Chief of Staff 2017-2021,JD,Georgetown University,5,"China tariffs, trade protectionism",Gen X,Male,Texas,No
[[Tulsi Gabbard]],[[Military service]],Intelligence & National Security,"Tulsi Gabbard is one of the most controversial appointees, having switched from Democrat to Republican. Intelligence community veterans express deep concern about her past statements sympathetic to adversaries and her lack of intelligence experience. Supporters see her as a principled anti-interventionist and military veteran. Her appointment has been called unprecedented and potentially dangerous by critics.",Republican,52.5%,20,"U.S. House (Hawaii) 2013-2021, Hawaii State Legislature",BS,Hawaii Pacific University,4,"Anti-interventionism, intelligence reform",Millennial,Female,Hawaii,Yes
[[Tulsi Gabbard]],[[foreign policy]],Intelligence & National Security,"Tulsi Gabbard is one of the most controversial appointees, having switched from Democrat to Republican. Intelligence community veterans express deep concern about her past statements sympathetic to adversaries and her lack of intelligence experience. Supporters see her as a principled anti-interventionist and military veteran. Her appointment has been called unprecedented and potentially dangerous by critics.",Republican,52.5%,20,"U.S. House (Hawaii) 2013-2021, Hawaii State Legislature",BS,Hawaii Pacific University,4,"Anti-interventionism, intelligence reform",Millennial,Female,Hawaii,Yes
[[Tulsi Gabbard]],[[political strategy]],Intelligence & National Security,"Tulsi Gabbard is one of the most controversial appointees, having switched from Democrat to Republican. Intelligence community veterans express deep concern about her past statements sympathetic to adversaries and her lack of intelligence experience. Supporters see her as a principled anti-interventionist and military veteran. Her appointment has been called unprecedented and potentially dangerous by critics.",Republican,52.5%,20,"U.S. House (Hawaii) 2013-2021, Hawaii State Legislature",BS,Hawaii Pacific University,4,"Anti-interventionism, intelligence reform",Millennial,Female,Hawaii,Yes
[[Tulsi Gabbard]],[[media communications]],Intelligence & National Security,"Tulsi Gabbard is one of the most controversial appointees, having switched from Democrat to Republican. Intelligence community veterans express deep concern about her past statements sympathetic to adversaries and her lack of intelligence experience. Supporters see her as a principled anti-interventionist and military veteran. Her appointment has been called unprecedented and potentially dangerous by critics.",Republican,52.5%,20,"U.S. House (Hawaii) 2013-2021, Hawaii State Legislature",BS,Hawaii Pacific University,4,"Anti-interventionism, intelligence reform",Millennial,Female,Hawaii,Yes
[[Tulsi Gabbard]],[[legislative affairs]],Intelligence & National Security,"Tulsi Gabbard is one of the most controversial appointees, having switched from Democrat to Republican. Intelligence community veterans express deep concern about her past statements sympathetic to adversaries and her lack of intelligence experience. Supporters see her as a principled anti-interventionist and military veteran. Her appointment has been called unprecedented and potentially dangerous by critics.",Republican,52.5%,20,"U.S. House (Hawaii) 2013-2021, Hawaii State Legislature",BS,Hawaii Pacific University,4,"Anti-interventionism, intelligence reform",Millennial,Female,Hawaii,Yes
[[Michael Waltz]],[[Military special operations]],Diplomatic Relations,"Michael Waltz is viewed as a Green Beret veteran and China hawk with strong national security credentials. His appointment to UN Ambassador after serving as National Security Advisor shows his trusted status. He is seen as competent and experienced, though his hardline positions on China and other issues align with Trump's confrontational approach to international relations.",Republican,52.2%,30,"U.S. House (Florida) 2019-2025, NSC 2018-2019, National Security Advisor 2025",BA,Virginia Military Institute,5,"China competition, counterterrorism",Gen X,Male,Florida,Yes
[[Michael Waltz]],[[national security policy]],Diplomatic Relations,"Michael Waltz is viewed as a Green Beret veteran and China hawk with strong national security credentials. His appointment to UN Ambassador after serving as National Security Advisor shows his trusted status. He is seen as competent and experienced, though his hardline positions on China and other issues align with Trump's confrontational approach to international relations.",Republican,52.2%,30,"U.S. House (Florida) 2019-2025, NSC 2018-2019, National Security Advisor 2025",BA,Virginia Military Institute,5,"China competition, counterterrorism",Gen X,Male,Florida,Yes
[[Michael Waltz]],[[legislative affairs]],Diplomatic Relations,"Michael Waltz is viewed as a Green Beret veteran and China hawk with strong national security credentials. His appointment to UN Ambassador after serving as National Security Advisor shows his trusted status. He is seen as competent and experienced, though his hardline positions on China and other issues align with Trump's confrontational approach to international relations.",Republican,52.2%,30,"U.S. House (Florida) 2019-2025, NSC 2018-2019, National Security Advisor 2025",BA,Virginia Military Institute,5,"China competition, counterterrorism",Gen X,Male,Florida,Yes
[[Michael Waltz]],[[counterterrorism]],Diplomatic Relations,"Michael Waltz is viewed as a Green Beret veteran and China hawk with strong national security credentials. His appointment to UN Ambassador after serving as National Security Advisor shows his trusted status. He is seen as competent and experienced, though his hardline positions on China and other issues align with Trump's confrontational approach to international relations.",Republican,52.2%,30,"U.S. House (Florida) 2019-2025, NSC 2018-2019, National Security Advisor 2025",BA,Virginia Military Institute,5,"China competition, counterterrorism",Gen X,Male,Florida,Yes
[[Michael Waltz]],[[strategic planning]],Diplomatic Relations,"Michael Waltz is viewed as a Green Beret veteran and China hawk with strong national security credentials. His appointment to UN Ambassador after serving as National Security Advisor shows his trusted status. He is seen as competent and experienced, though his hardline positions on China and other issues align with Trump's confrontational approach to international relations.",Republican,52.2%,30,"U.S. House (Florida) 2019-2025, NSC 2018-2019, National Security Advisor 2025",BA,Virginia Military Institute,5,"China competition, counterterrorism",Gen X,Male,Florida,Yes
[[Russell Vought]],[[Budget policy]],Budget & Management,"Russell Vought is perceived as a key architect of Project 2025 and a committed ideologue focused on restructuring the federal government. Critics view him as dangerous to civil service protections and democratic norms, while supporters see him as essential to implementing conservative governance reforms. He is seen as one of the most powerful and ideologically driven figures in the administration.",Republican,51.0%,20,"OMB Director 2020-2021, Deputy OMB Director 2018-2020",BA,Wheaton College,5,"Government restructuring, Schedule F",Gen X,Male,Virginia,No
[[Russell Vought]],[[conservative advocacy]],Budget & Management,"Russell Vought is perceived as a key architect of Project 2025 and a committed ideologue focused on restructuring the federal government. Critics view him as dangerous to civil service protections and democratic norms, while supporters see him as essential to implementing conservative governance reforms. He is seen as one of the most powerful and ideologically driven figures in the administration.",Republican,51.0%,20,"OMB Director 2020-2021, Deputy OMB Director 2018-2020",BA,Wheaton College,5,"Government restructuring, Schedule F",Gen X,Male,Virginia,No
[[Russell Vought]],[[government reorganization]],Budget & Management,"Russell Vought is perceived as a key architect of Project 2025 and a committed ideologue focused on restructuring the federal government. Critics view him as dangerous to civil service protections and democratic norms, while supporters see him as essential to implementing conservative governance reforms. He is seen as one of the most powerful and ideologically driven figures in the administration.",Republican,51.0%,20,"OMB Director 2020-2021, Deputy OMB Director 2018-2020",BA,Wheaton College,5,"Government restructuring, Schedule F",Gen X,Male,Virginia,No
[[Russell Vought]],[[policy implementation]],Budget & Management,"Russell Vought is perceived as a key architect of Project 2025 and a committed ideologue focused on restructuring the federal government. Critics view him as dangerous to civil service protections and democratic norms, while supporters see him as essential to implementing conservative governance reforms. He is seen as one of the most powerful and ideologically driven figures in the administration.",Republican,51.0%,20,"OMB Director 2020-2021, Deputy OMB Director 2018-2020",BA,Wheaton College,5,"Government restructuring, Schedule F",Gen X,Male,Virginia,No
[[Russell Vought]],[[political strategy]],Budget & Management,"Russell Vought is perceived as a key architect of Project 2025 and a committed ideologue focused on restructuring the federal government. Critics view him as dangerous to civil service protections and democratic norms, while supporters see him as essential to implementing conservative governance reforms. He is seen as one of the most powerful and ideologically driven figures in the administration.",Republican,51.0%,20,"OMB Director 2020-2021, Deputy OMB Director 2018-2020",BA,Wheaton College,5,"Government restructuring, Schedule F",Gen X,Male,Virginia,No
[[Lee Zeldin]],[[Legislative affairs]],Environmental Protection,"Lee Zeldin is viewed as a former congressman with limited environmental expertise who is expected to roll back climate regulations. Environmental groups see his appointment as alarming, while business interests and conservatives view him as bringing needed balance to what they see as regulatory overreach. His political skills are acknowledged but environmental credentials are questioned.",Republican,N/A,15,U.S. House (New York) 2015-2023,JD,Albany Law School,4,"Deregulation, climate policy rollback",Millennial,Male,New York,Yes
[[Lee Zeldin]],[[environmental law]],Environmental Protection,"Lee Zeldin is viewed as a former congressman with limited environmental expertise who is expected to roll back climate regulations. Environmental groups see his appointment as alarming, while business interests and conservatives view him as bringing needed balance to what they see as regulatory overreach. His political skills are acknowledged but environmental credentials are questioned.",Republican,N/A,15,U.S. House (New York) 2015-2023,JD,Albany Law School,4,"Deregulation, climate policy rollback",Millennial,Male,New York,Yes
[[Lee Zeldin]],[[political strategy]],Environmental Protection,"Lee Zeldin is viewed as a former congressman with limited environmental expertise who is expected to roll back climate regulations. Environmental groups see his appointment as alarming, while business interests and conservatives view him as bringing needed balance to what they see as regulatory overreach. His political skills are acknowledged but environmental credentials are questioned.",Republican,N/A,15,U.S. House (New York) 2015-2023,JD,Albany Law School,4,"Deregulation, climate policy rollback",Millennial,Male,New York,Yes
[[Lee Zeldin]],[[legal practice]],Environmental Protection,"Lee Zeldin is viewed as a former congressman with limited environmental expertise who is expected to roll back climate regulations. Environmental groups see his appointment as alarming, while business interests and conservatives view him as bringing needed balance to what they see as regulatory overreach. His political skills are acknowledged but environmental credentials are questioned.",Republican,N/A,15,U.S. House (New York) 2015-2023,JD,Albany Law School,4,"Deregulation, climate policy rollback",Millennial,Male,New York,Yes
[[Lee Zeldin]],[[regulatory policy]],Environmental Protection,"Lee Zeldin is viewed as a former congressman with limited environmental expertise who is expected to roll back climate regulations. Environmental groups see his appointment as alarming, while business interests and conservatives view him as bringing needed balance to what they see as regulatory overreach. His political skills are acknowledged but environmental credentials are questioned.",Republican,N/A,15,U.S. House (New York) 2015-2023,JD,Albany Law School,4,"Deregulation, climate policy rollback",Millennial,Male,New York,Yes
[[Kelly Loeffler]],[[Finance]],Small Business & Entrepreneurship,"Kelly Loeffler is perceived as a wealthy businesswoman and former senator who lost her seat in 2021. Critics view her as a political opportunist who shifted positions to align with Trump, while supporters see her business experience as valuable for small business advocacy. Her wealth and Wall Street background create some tension with small business constituency she serves.",Republican,N/A,25,U.S. Senator (Georgia) 2020-2021,MBA,DePaul University,5,"Small business deregulation, access to capital",Gen X,Female,Georgia,No
[[Kelly Loeffler]],[[business management]],Small Business & Entrepreneurship,"Kelly Loeffler is perceived as a wealthy businesswoman and former senator who lost her seat in 2021. Critics view her as a political opportunist who shifted positions to align with Trump, while supporters see her business experience as valuable for small business advocacy. Her wealth and Wall Street background create some tension with small business constituency she serves.",Republican,N/A,25,U.S. Senator (Georgia) 2020-2021,MBA,DePaul University,5,"Small business deregulation, access to capital",Gen X,Female,Georgia,No
[[Kelly Loeffler]],[[political fundraising]],Small Business & Entrepreneurship,"Kelly Loeffler is perceived as a wealthy businesswoman and former senator who lost her seat in 2021. Critics view her as a political opportunist who shifted positions to align with Trump, while supporters see her business experience as valuable for small business advocacy. Her wealth and Wall Street background create some tension with small business constituency she serves.",Republican,N/A,25,U.S. Senator (Georgia) 2020-2021,MBA,DePaul University,5,"Small business deregulation, access to capital",Gen X,Female,Georgia,No
[[Kelly Loeffler]],[[financial services]],Small Business & Entrepreneurship,"Kelly Loeffler is perceived as a wealthy businesswoman and former senator who lost her seat in 2021. Critics view her as a political opportunist who shifted positions to align with Trump, while supporters see her business experience as valuable for small business advocacy. Her wealth and Wall Street background create some tension with small business constituency she serves.",Republican,N/A,25,U.S. Senator (Georgia) 2020-2021,MBA,DePaul University,5,"Small business deregulation, access to capital",Gen X,Female,Georgia,No
[[Kelly Loeffler]],[[investment strategy]],Small Business & Entrepreneurship,"Kelly Loeffler is perceived as a wealthy businesswoman and former senator who lost her seat in 2021. Critics view her as a political opportunist who shifted positions to align with Trump, while supporters see her business experience as valuable for small business advocacy. Her wealth and Wall Street background create some tension with small business constituency she serves.",Republican,N/A,25,U.S. Senator (Georgia) 2020-2021,MBA,DePaul University,5,"Small business deregulation, access to capital",Gen X,Female,Georgia,No
[[John Ratcliffe]],[[Intelligence oversight]],Intelligence & National Security,"John Ratcliffe is viewed as a Trump loyalist who served as DNI in the first term and was seen as politicizing intelligence. Critics worry about his partisan approach to intelligence, while supporters see him as someone who will challenge intelligence community groupthink. His legal background and prior experience are acknowledged, but concerns about independence persist.",Republican,N/A,25,"DNI 2020-2021, U.S. House (Texas) 2015-2020",JD,Southern Methodist University,5,"Intelligence politicization concerns, China focus",Baby Boomer,Male,Texas,No
[[John Ratcliffe]],[[legal affairs]],Intelligence & National Security,"John Ratcliffe is viewed as a Trump loyalist who served as DNI in the first term and was seen as politicizing intelligence. Critics worry about his partisan approach to intelligence, while supporters see him as someone who will challenge intelligence community groupthink. His legal background and prior experience are acknowledged, but concerns about independence persist.",Republican,N/A,25,"DNI 2020-2021, U.S. House (Texas) 2015-2020",JD,Southern Methodist University,5,"Intelligence politicization concerns, China focus",Baby Boomer,Male,Texas,No
[[John Ratcliffe]],[[counterterrorism]],Intelligence & National Security,"John Ratcliffe is viewed as a Trump loyalist who served as DNI in the first term and was seen as politicizing intelligence. Critics worry about his partisan approach to intelligence, while supporters see him as someone who will challenge intelligence community groupthink. His legal background and prior experience are acknowledged, but concerns about independence persist.",Republican,N/A,25,"DNI 2020-2021, U.S. House (Texas) 2015-2020",JD,Southern Methodist University,5,"Intelligence politicization concerns, China focus",Baby Boomer,Male,Texas,No
[[John Ratcliffe]],[[legislative affairs]],Intelligence & National Security,"John Ratcliffe is viewed as a Trump loyalist who served as DNI in the first term and was seen as politicizing intelligence. Critics worry about his partisan approach to intelligence, while supporters see him as someone who will challenge intelligence community groupthink. His legal background and prior experience are acknowledged, but concerns about independence persist.",Republican,N/A,25,"DNI 2020-2021, U.S. House (Texas) 2015-2020",JD,Southern Methodist University,5,"Intelligence politicization concerns, China focus",Baby Boomer,Male,Texas,No
[[John Ratcliffe]],[[national security law]],Intelligence & National Security,"John Ratcliffe is viewed as a Trump loyalist who served as DNI in the first term and was seen as politicizing intelligence. Critics worry about his partisan approach to intelligence, while supporters see him as someone who will challenge intelligence community groupthink. His legal background and prior experience are acknowledged, but concerns about independence persist.",Republican,N/A,25,"DNI 2020-2021, U.S. House (Texas) 2015-2020",JD,Southern Methodist University,5,"Intelligence politicization concerns, China focus",Baby Boomer,Male,Texas,No
[[Susie Wiles]],[[Political strategy]],White House Leadership,"Susie Wiles is widely respected as a highly competent political operative who managed Trump's successful 2024 campaign. She is seen as one of the few people who can manage Trump effectively and bring discipline to the White House. Even critics acknowledge her political skills, and she is viewed as a stabilizing force and potentially the most important person in keeping the administration functional.",Republican,N/A,40,None,BA,University of Maryland,4,"White House discipline, political strategy",Baby Boomer,Female,Florida,No
[[Susie Wiles]],[[campaign management]],White House Leadership,"Susie Wiles is widely respected as a highly competent political operative who managed Trump's successful 2024 campaign. She is seen as one of the few people who can manage Trump effectively and bring discipline to the White House. Even critics acknowledge her political skills, and she is viewed as a stabilizing force and potentially the most important person in keeping the administration functional.",Republican,N/A,40,None,BA,University of Maryland,4,"White House discipline, political strategy",Baby Boomer,Female,Florida,No
[[Susie Wiles]],[[stakeholder relations]],White House Leadership,"Susie Wiles is widely respected as a highly competent political operative who managed Trump's successful 2024 campaign. She is seen as one of the few people who can manage Trump effectively and bring discipline to the White House. Even critics acknowledge her political skills, and she is viewed as a stabilizing force and potentially the most important person in keeping the administration functional.",Republican,N/A,40,None,BA,University of Maryland,4,"White House discipline, political strategy",Baby Boomer,Female,Florida,No
[[Susie Wiles]],[[organizational leadership]],White House Leadership,"Susie Wiles is widely respected as a highly competent political operative who managed Trump's successful 2024 campaign. She is seen as one of the few people who can manage Trump effectively and bring discipline to the White House. Even critics acknowledge her political skills, and she is viewed as a stabilizing force and potentially the most important person in keeping the administration functional.",Republican,N/A,40,None,BA,University of Maryland,4,"White House discipline, political strategy",Baby Boomer,Female,Florida,No
[[Susie Wiles]],[[crisis management]],White House Leadership,"Susie Wiles is widely respected as a highly competent political operative who managed Trump's successful 2024 campaign. She is seen as one of the few people who can manage Trump effectively and bring discipline to the White House. Even critics acknowledge her political skills, and she is viewed as a stabilizing force and potentially the most important person in keeping the administration functional.",Republican,N/A,40,None,BA,University of Maryland,4,"White House discipline, political strategy",Baby Boomer,Female,Florida,No
[[Dan Scavino]],[[Social media strategy]],White House Leadership,"Dan Scavino is viewed as one of Trump's most loyal and longest-serving aides, having worked with him since his golf course days. He is seen as a social media expert who understands Trump's communication style perfectly. His recent appointment to head Presidential Personnel Office signals his growing influence, though critics worry about loyalty-based hiring. He is respected for his dedication but seen as an enabler.",Republican,N/A,25,White House Social Media Director 2017-2021,Some college,No degree,5,"Loyalty-based hiring, social media messaging",Gen X,Male,New York,No
